subject,session,morph_type,morph,pos,ecc,rt,response_identity,third_option
s01,1,bc,33,5,7,0.81816,b,0
s01,1,ac,0,3,7,0.80148,a,0
s01,1,ac,0,5,7,0.5009,a,0
s01,1,ab,100,3,7,0.50086,b,0
s01,1,ab,17,3,7,0.61775,a,0
s01,1,ac,67,1,7,0.55093,a,0
s01,1,ab,83,1,7,0.65116,b,0
s01,1,bc,17,7,7,0.78476,b,0
s01,1,bc,67,7,7,0.96841,b,0
s01,1,ab,100,5,7,0.50095,b,0
s01,1,bc,33,7,7,0.56767,b,0
s01,1,bc,50,5,7,0.5176,b,0
s01,1,ab,50,5,7,0.76805,a,0
s01,1,ac,83,5,7,0.68454,c,0
s01,1,bc,100,5,7,0.48422,c,0
s01,1,bc,33,3,7,0.51761,b,0
s01,1,ac,83,3,7,0.68455,c,0
s01,1,bc,83,3,7,0.70125,c,0
s01,1,ab,17,7,7,0.48412,c,1
s01,1,bc,100,3,7,0.73479,c,0
s01,1,ac,83,7,7,0.53425,c,0
s01,1,ab,100,1,7,0.7013,b,0
s01,1,ab,0,5,7,0.66784,a,0
s01,1,ab,83,3,7,0.58438,b,0
s01,1,ac,67,3,7,0.76803,c,0
s01,1,ab,50,7,7,0.81813,a,0
s01,1,bc,67,1,7,0.53426,b,0
s01,1,ab,0,7,7,0.51759,a,0
s01,1,bc,83,5,7,0.66787,c,0
s01,1,ab,67,1,7,0.63448,b,0
s01,1,ac,100,1,7,0.85146,c,0
s01,1,bc,0,3,7,0.48425,b,0
s01,1,ac,50,7,7,1.3524,a,0
s01,1,ab,83,7,7,1.0853,b,0
s01,1,ab,33,7,7,0.75131,c,1
s01,1,ab,0,1,7,0.50094,a,0
s01,1,bc,17,5,7,0.53428,b,0
s01,1,ac,17,1,7,0.6178,a,0
s01,1,bc,33,1,7,0.60107,b,0
s01,1,ac,0,7,7,0.96839,a,0
s01,1,ac,100,3,7,0.66789,c,0
s01,1,ab,17,5,7,0.78474,a,0
s01,1,bc,0,1,7,0.55103,b,0
s01,1,ab,50,1,7,0.55102,a,0
s01,1,ac,17,7,7,0.935,a,0
s01,1,bc,17,3,7,0.45084,b,0
s01,1,ac,33,1,7,0.60108,a,0
s01,1,bc,17,1,7,0.65114,b,0
s01,1,ab,67,3,7,0.50091,b,0
s01,1,ac,50,5,7,0.58439,a,0
s01,1,ab,67,5,7,1.7531,c,1
s01,1,ac,100,7,7,0.65119,c,0
s01,1,ab,0,3,7,0.91829,a,0
s01,1,ac,50,3,7,0.88496,a,0
s01,1,ac,33,5,7,0.93504,a,0
s01,1,bc,50,1,7,0.58436,b,0
s01,1,bc,67,5,7,0.68446,c,0
s01,1,ab,33,1,7,0.61779,a,0
s01,1,ab,100,7,7,0.61776,b,0
s01,1,bc,0,5,7,0.93508,c,0
s01,1,ac,17,5,7,0.76808,a,0
s01,1,ac,33,7,7,0.48428,a,0
s01,1,ac,83,1,7,1.2689,c,0
s01,1,ac,50,1,7,0.56767,c,0
s01,1,ab,33,5,7,0.7346,a,0
s01,1,bc,100,1,7,1.1187,c,0
s01,1,ab,50,3,7,0.83483,c,1
s01,1,ac,50,7,7,0.53428,c,0
s01,1,ac,0,3,7,0.8849,a,0
s01,1,ac,67,1,7,0.80141,c,0
s01,1,ab,33,7,7,0.70129,a,0
s01,1,ac,100,7,7,0.61767,c,0
s01,1,ab,50,1,7,1.2188,a,0
s01,1,ac,17,5,7,0.70153,c,0
s01,1,bc,0,7,7,1.0185,b,0
s01,1,bc,33,7,7,1.4525,a,1
s01,1,ab,50,3,7,1.0351,a,0
s01,1,ac,17,3,7,0.93496,a,0
s01,1,bc,100,3,7,0.86818,c,0
s01,1,bc,83,3,7,0.55105,c,0
s01,1,ab,17,1,7,0.51755,a,0
s01,1,bc,100,7,7,0.81817,c,0
s01,1,ac,33,5,7,0.65121,a,0
s01,1,ab,67,7,7,0.70123,a,0
s01,1,ab,83,1,7,0.45083,b,0
s01,1,ab,17,3,7,0.7179,a,0
s01,1,ab,67,3,7,0.61775,b,0
s01,1,bc,67,7,7,0.93499,c,0
s01,1,bc,50,3,7,0.50091,b,0
s01,1,bc,33,5,7,0.60106,b,0
s01,1,bc,67,1,7,0.41738,b,0
s01,1,ab,100,7,7,0.45084,b,0
s01,1,bc,83,7,7,1.269,c,0
s01,1,ac,83,7,7,0.45082,c,0
s01,1,ac,50,3,7,0.4842,c,0
s01,1,bc,83,5,7,0.43415,c,0
s01,1,ac,0,1,7,0.91834,a,0
s01,1,ab,83,5,7,0.73467,b,0
s01,1,ab,0,3,7,0.66785,c,1
s01,1,ac,50,1,7,0.93497,a,0
s01,1,bc,17,1,7,0.56764,b,0
s01,1,bc,33,3,7,0.51761,b,0
s01,1,bc,17,3,7,0.41737,b,0
s01,1,bc,50,5,7,0.48419,b,0
s01,1,ac,100,5,7,0.80147,c,0
s01,1,bc,100,5,7,0.4175,c,0
s01,1,bc,67,5,7,0.46747,c,0
s01,1,ab,17,7,7,0.61776,c,1
s01,1,ac,0,5,7,0.45081,c,0
s01,1,ac,67,7,7,1.4359,c,0
s01,1,bc,100,1,7,0.7346,c,0
s01,1,ac,33,3,7,1.0185,c,0
s01,1,ab,17,5,7,0.56762,a,0
s01,1,bc,50,7,7,0.81811,c,0
s01,1,ac,100,3,7,0.75132,b,1
s01,1,ab,100,3,7,0.45085,b,0
s01,1,bc,17,7,7,1.0185,c,0
s01,1,ac,67,5,7,1.0519,c,0
s01,1,ab,0,5,7,0.65115,a,0
s01,1,ac,17,1,7,0.53429,a,0
s01,1,ab,83,3,7,0.50093,b,0
s01,1,bc,67,3,7,0.63445,b,0
s01,1,ab,83,7,7,0.68455,c,1
s01,1,ac,67,3,7,0.93504,c,0
s01,1,ab,67,1,7,0.50089,b,0
s01,1,bc,17,5,7,0.53431,b,0
s01,1,ac,100,1,7,0.96841,c,0
s01,1,ac,83,3,7,0.45082,b,1
s01,1,ab,67,5,7,0.4675,b,0
s01,1,ac,83,1,7,0.45088,b,1
s01,1,ab,33,5,7,0.80143,a,0
s01,1,bc,0,1,7,0.53434,b,0
s01,1,ab,100,5,7,0.80142,b,0
s01,1,ab,0,7,7,0.68457,a,0
s01,1,ac,50,5,7,0.50098,a,0
s01,1,ab,100,1,7,0.5009,b,0
s01,1,ac,0,7,7,0.66786,a,0
s01,1,bc,50,1,7,0.50089,b,0
s01,1,ac,17,7,7,0.68469,a,0
s01,1,ab,0,1,7,0.55094,a,0
s01,1,ac,83,5,7,0.83477,c,0
s01,1,bc,83,1,7,0.68459,c,0
s01,1,bc,33,1,7,0.76803,b,0
s01,1,ab,50,5,7,0.66781,a,0
s01,1,ab,33,3,7,0.76806,a,0
s01,1,ac,33,7,7,0.88496,a,0
s01,1,bc,0,5,7,0.70119,b,0
s01,1,ab,33,1,7,0.55096,a,0
s01,1,ac,33,1,7,0.55101,a,0
s01,1,ab,50,7,7,1.0352,c,1
s01,1,bc,0,3,7,0.6178,b,0
s01,1,ab,0,7,7,0.93503,c,1
s01,1,ac,67,7,7,0.66787,c,0
s01,1,ac,100,1,7,0.551,c,0
s01,1,bc,33,1,7,0.50121,b,0
s01,1,ab,100,3,7,0.41742,b,0
s01,1,ab,0,5,7,0.65118,a,0
s01,1,ab,50,1,7,0.50088,a,0
s01,1,ab,33,1,7,0.46754,a,0
s01,1,ac,33,5,7,0.75129,a,0
s01,1,ac,0,1,7,0.45084,a,0
s01,1,ab,0,1,7,0.48417,a,0
s01,1,ab,33,5,7,1.1687,a,0
s01,1,ab,0,3,7,0.58431,a,0
s01,1,ab,33,7,7,0.46747,a,0
s01,1,ab,50,3,7,0.76801,b,0
s01,1,bc,50,5,7,0.56764,c,0
s01,1,bc,67,1,7,1.0852,b,0
s01,1,bc,0,5,7,0.51757,b,0
s01,1,ab,50,5,7,0.51765,b,0
s01,1,bc,17,3,7,0.58437,b,0
s01,1,ab,83,7,7,0.551,b,0
s01,1,ac,50,1,7,1.0351,a,0
s01,1,ab,50,7,7,0.90164,b,0
s01,1,ab,100,1,7,0.4341,b,0
s01,1,ab,67,5,7,0.38397,b,0
s01,1,ab,67,7,7,0.9183,b,0
s01,1,bc,17,5,7,0.41737,b,0
s01,1,ac,50,3,7,0.70125,a,0
s01,1,ac,67,5,7,0.73467,c,0
s01,1,ac,0,5,7,0.76807,a,0
s01,1,bc,83,3,7,0.56769,c,0
s01,1,bc,100,5,7,0.56765,c,0
s01,1,bc,0,3,7,0.5677,b,0
s01,1,ac,100,3,7,0.68455,c,0
s01,1,ab,67,3,7,0.43417,c,1
s01,1,ab,67,1,7,0.50089,b,0
s01,1,bc,100,3,7,0.55099,c,0
s01,1,bc,67,7,7,0.56772,c,0
s01,1,bc,50,7,7,0.58439,c,0
s01,1,ac,67,3,7,0.5343,c,0
s01,1,bc,17,7,7,0.4842,c,0
s01,1,bc,50,1,7,0.53408,b,0
s01,1,bc,33,5,7,0.56764,c,0
s01,1,ab,17,1,7,0.50086,c,1
s01,1,ac,83,3,7,0.48424,c,0
s01,1,ac,17,3,7,0.71799,c,0
s01,1,ac,33,1,7,1.3191,c,0
s01,1,ac,83,5,7,0.58443,c,0
s01,1,bc,100,7,7,0.55091,c,0
s01,1,ac,50,7,7,0.58439,c,0
s01,1,bc,83,5,7,0.51763,c,0
s01,1,ab,17,7,7,0.65113,c,1
s01,1,ab,83,5,7,0.5176,c,1
s01,1,bc,0,1,7,0.5677,b,0
s01,1,bc,100,1,7,2.1538,c,0
s01,1,ac,0,7,7,0.78471,c,0
s01,1,ac,83,7,7,0.58436,c,0
s01,1,bc,50,3,7,0.66791,b,0
s01,1,bc,0,7,7,0.68452,b,0
s01,1,ab,33,3,7,0.7179,a,0
s01,1,ac,33,3,7,0.50087,a,0
s01,1,ab,17,3,7,0.65111,a,0
s01,1,ac,83,1,7,0.65115,b,1
s01,1,bc,33,3,7,0.41742,b,0
s01,1,bc,83,1,7,0.41741,b,0
s01,1,ac,17,5,7,0.66788,a,0
s01,1,ac,100,7,7,1.486,c,0
s01,1,ab,83,3,7,0.68455,b,0
s01,1,ab,100,7,7,0.58437,b,0
s01,1,ab,17,5,7,0.75135,a,0
s01,1,ac,17,7,7,0.68454,a,0
s01,1,bc,67,3,7,0.50086,b,0
s01,1,ac,67,1,7,0.96844,b,1
s01,1,ac,100,5,7,1.8867,a,0
s01,1,ac,0,3,7,0.58436,a,0
s01,1,ac,50,5,7,0.60103,a,0
s01,1,bc,83,7,7,1.9033,c,0
s01,1,bc,67,5,7,0.58428,c,0
s01,1,ab,83,1,7,0.65118,b,0
s01,1,ab,100,5,7,0.55105,b,0
s01,1,ac,33,7,7,1.6195,c,0
s01,1,ac,17,1,7,0.73472,a,0
s01,1,bc,33,7,7,0.51765,b,0
s01,1,bc,17,1,7,0.43413,b,0
s01,2,ab,33,5,7,0.73461,c,1
s01,2,ac,50,5,7,0.7013,c,0
s01,2,bc,33,7,7,0.88488,b,0
s01,2,ac,17,7,7,0.98511,c,0
s01,2,ac,17,5,7,0.96842,c,0
s01,2,bc,17,3,7,0.71793,b,0
s01,2,ab,17,5,7,0.65114,c,1
s01,2,ac,100,7,7,0.63448,c,0
s01,2,ab,50,5,7,1.5861,c,1
s01,2,bc,100,1,7,1.1687,c,0
s01,2,ab,33,1,7,0.93506,c,1
s01,2,bc,67,7,7,0.68457,c,0
s01,2,bc,17,7,7,0.76803,b,0
s01,2,ac,33,7,7,0.75134,c,0
s01,2,bc,100,3,7,1.1186,c,0
s01,2,ab,83,7,7,0.6679,b,0
s01,2,ab,100,7,7,0.60104,b,0
s01,2,ab,83,5,7,1.5026,c,1
s01,2,ab,0,5,7,0.88488,a,0
s01,2,ac,67,1,7,1.486,c,0
s01,2,ac,83,1,7,1.1186,c,0
s01,2,ab,83,1,7,1.7531,c,1
s01,2,bc,33,1,7,0.70124,b,0
s01,2,ab,0,1,7,0.70134,a,0
s01,2,bc,17,5,7,1.6195,c,0
s01,2,bc,33,3,7,1.8032,b,0
s01,2,bc,83,5,7,1.0018,c,0
s01,2,ab,67,1,7,1.5862,c,1
s01,2,ac,83,5,7,0.68452,c,0
s01,2,ab,83,3,7,1.3524,a,0
s01,2,ac,0,3,7,1.0184,a,0
s01,2,ac,67,5,7,1.0353,c,0
s01,2,ac,50,7,7,0.56771,c,0
s01,2,bc,67,1,7,0.78476,c,0
s01,2,bc,0,5,7,0.75134,b,0
s01,2,bc,67,5,7,0.8181,c,0
s01,2,ac,17,1,7,0.90157,a,0
s01,2,bc,83,3,7,2.8885,a,1
s01,2,ab,50,7,7,0.86819,c,1
s01,2,bc,17,1,7,0.9016,b,0
s01,2,bc,83,7,7,0.70125,c,0
s01,2,bc,33,5,7,0.7514,c,0
s01,2,ab,67,5,7,0.90165,b,0
s01,2,ab,17,7,7,0.63443,c,1
s01,2,ac,100,5,7,0.63447,c,0
s01,2,ac,50,3,7,1.1687,b,1
s01,2,bc,50,7,7,1.9034,b,0
s01,2,bc,50,5,7,0.66778,c,0
s01,2,bc,0,7,7,0.58443,c,0
s01,2,ac,67,7,7,0.53427,c,0
s01,2,ac,33,1,7,1.0351,c,0
s01,2,ab,17,1,7,1.1688,a,0
s01,2,ab,100,5,7,1.1687,b,0
s01,2,ac,17,3,7,0.8849,a,0
s01,2,ac,50,1,7,0.8849,a,0
s01,2,ab,100,3,7,0.6512,b,0
s01,2,ac,83,3,7,0.95173,b,1
s01,2,bc,0,3,7,0.56768,b,0
s01,2,ac,83,7,7,0.78475,c,0
s01,2,ac,100,1,7,1.1187,b,1
s01,2,ac,100,3,7,0.5343,b,1
s01,2,ac,0,7,7,0.8515,a,0
s01,2,ac,0,5,7,0.68458,a,0
s01,2,ab,33,7,7,1.3023,c,1
s01,2,ac,33,3,7,1.0685,a,0
s01,2,bc,83,1,7,0.90161,c,0
s01,2,ac,67,3,7,1.3191,a,0
s01,2,ab,67,3,7,0.55098,b,0
s01,2,ab,50,1,7,0.6345,b,0
s01,2,ab,0,7,7,0.88495,a,0
s01,2,bc,0,1,7,0.718,b,0
s01,2,ab,50,3,7,0.9183,a,0
s01,2,ab,100,1,7,0.73467,b,0
s01,2,bc,67,3,7,0.60103,b,0
s01,2,bc,50,1,7,0.63455,b,0
s01,2,ab,67,7,7,1.9869,a,0
s01,2,ab,0,3,7,0.76806,a,0
s01,2,ac,0,1,7,0.55097,a,0
s01,2,ac,33,5,7,1.3357,a,0
s01,2,bc,100,5,7,0.68457,c,0
s01,2,bc,50,3,7,0.50093,b,0
s01,2,bc,100,7,7,1.1521,c,0
s01,2,ab,33,3,7,1.536,c,1
s01,2,ab,17,3,7,0.55097,a,0
s01,2,ac,17,3,7,0.7346,a,0
s01,2,bc,67,7,7,0.65122,c,0
s01,2,ac,17,5,7,0.73466,a,0
s01,2,ac,0,3,7,0.88496,a,0
s01,2,ac,83,3,7,0.83477,b,1
s01,2,bc,67,1,7,0.96839,a,1
s01,2,bc,0,7,7,0.5677,b,0
s01,2,bc,33,7,7,0.73462,c,0
s01,2,ac,17,7,7,1.1855,a,0
s01,2,ab,83,3,7,1.269,c,1
s01,2,ac,67,3,7,1.0686,c,0
s01,2,ab,100,7,7,0.51768,b,0
s01,2,ac,50,7,7,1.0185,c,0
s01,2,ab,67,7,7,0.95174,b,0
s01,2,ab,50,5,7,0.70127,a,0
s01,2,bc,33,5,7,0.71797,c,0
s01,2,ab,83,1,7,1.0687,b,0
s01,2,ab,83,5,7,0.56767,b,0
s01,2,ab,67,3,7,0.58442,b,0
s01,2,ac,0,5,7,0.8014,a,0
s01,2,bc,100,1,7,1.2356,a,1
s01,2,bc,17,1,7,0.61778,b,0
s01,2,bc,17,7,7,0.80146,b,0
s01,2,bc,67,3,7,0.73467,b,0
s01,2,ac,50,3,7,1.2022,a,0
s01,2,bc,50,1,7,0.75138,b,0
s01,2,ab,50,7,7,1.1521,c,1
s01,2,ac,100,7,7,0.50094,c,0
s01,2,ab,100,1,7,0.6345,b,0
s01,2,bc,50,3,7,0.56767,b,0
s01,2,ab,33,1,7,0.86825,b,0
s01,2,ac,0,7,7,1.7531,a,0
s01,2,ac,67,5,7,0.56769,c,0
s01,2,ab,17,3,7,0.76824,a,0
s01,2,bc,17,3,7,0.68457,b,0
s01,2,bc,50,5,7,0.9851,c,0
s01,2,ab,100,5,7,0.81812,c,1
s01,2,ab,83,7,7,0.76803,c,1
s01,2,ac,100,3,7,0.83487,b,1
s01,2,bc,0,5,7,0.55099,c,0
s01,2,ac,100,5,7,0.45086,c,0
s01,2,ac,33,7,7,0.55093,c,0
s01,2,bc,100,3,7,1.3858,b,0
s01,2,ab,67,1,7,0.55099,b,0
s01,2,ac,100,1,7,0.76804,b,1
s01,2,bc,83,5,7,0.70122,c,0
s01,2,bc,50,7,7,0.45081,c,0
s01,2,ab,0,1,7,0.70123,a,0
s01,2,ab,0,3,7,0.65117,a,0
s01,2,ab,17,7,7,0.51757,a,0
s01,2,bc,100,7,7,0.6846,c,0
s01,2,ac,50,1,7,0.6512,a,0
s01,2,ab,33,7,7,0.78477,a,0
s01,2,ac,0,1,7,0.48426,a,0
s01,2,bc,83,7,7,0.83481,c,0
s01,2,ab,50,3,7,0.81819,a,0
s01,2,bc,17,5,7,1.653,b,0
s01,2,bc,33,1,7,0.75137,a,1
s01,2,ab,50,1,7,0.61781,a,0
s01,2,ac,67,7,7,0.70129,c,0
s01,2,ab,17,1,7,0.85153,a,0
s01,2,ac,33,5,7,1.3523,c,0
s01,2,ac,33,1,7,0.75132,a,0
s01,2,ac,67,1,7,0.60103,a,0
s01,2,bc,33,3,7,0.75136,b,0
s01,2,bc,83,3,7,0.63442,b,0
s01,2,ac,33,3,7,0.86821,a,0
s01,2,ac,50,5,7,0.86824,a,0
s01,2,ac,83,7,7,0.718,c,0
s01,2,ac,83,1,7,1.7531,c,0
s01,2,ab,0,7,7,0.58456,c,1
s01,2,bc,67,5,7,0.65117,c,0
s01,2,ab,17,5,7,1.2689,c,1
s01,2,ab,0,5,7,0.60107,a,0
s01,2,ac,17,1,7,0.55096,a,0
s01,2,ab,67,5,7,0.88494,c,1
s01,2,ab,33,5,7,0.56772,c,1
s01,2,bc,0,1,7,1.0018,a,1
s01,2,ab,100,3,7,0.55095,b,0
s01,2,bc,83,1,7,1.0018,a,1
s01,2,ac,83,5,7,0.88492,a,0
s01,2,ab,33,3,7,0.7346,a,0
s01,2,bc,100,5,7,0.58433,c,0
s01,2,bc,0,3,7,0.55096,b,0
s01,2,bc,100,1,7,1.2355,a,1
s01,2,ab,50,3,7,0.40086,b,0
s01,2,ab,0,1,7,0.66786,a,0
s01,2,ac,33,1,7,0.58436,a,0
s01,2,ab,83,5,7,1.3524,a,0
s01,2,ab,83,1,7,0.66788,b,0
s01,2,bc,67,1,7,0.63447,b,0
s01,2,ab,83,7,7,0.86827,b,0
s01,2,bc,33,5,7,1.7364,c,0
s01,2,ab,100,3,7,0.50092,b,0
s01,2,ac,50,1,7,0.73465,a,0
s01,2,bc,100,7,7,0.83486,c,0
s01,2,ac,67,5,7,0.5343,c,0
s01,2,bc,33,7,7,0.53427,c,0
s01,2,ac,67,1,7,0.46758,c,0
s01,2,bc,0,3,7,0.51755,b,0
s01,2,bc,100,5,7,0.96841,c,0
s01,2,ab,50,7,7,0.70125,c,1
s01,2,bc,50,1,7,1.2856,a,1
s01,2,ab,33,5,7,0.73462,a,0
s01,2,ac,100,7,7,0.61778,c,0
s01,2,ac,0,3,7,0.60107,a,0
s01,2,ab,33,7,7,0.76808,a,0
s01,2,ac,50,3,7,0.71801,a,0
s01,2,bc,83,5,7,0.95171,c,0
s01,2,ac,100,3,7,0.80144,c,0
s01,2,ac,50,5,7,0.70131,c,0
s01,2,ac,17,5,7,0.65121,a,0
s01,2,bc,50,3,7,0.56773,b,0
s01,2,ac,17,3,7,0.61774,a,0
s01,2,bc,67,3,7,1.2522,b,0
s01,2,bc,67,7,7,0.76801,c,0
s01,2,bc,83,7,7,0.55099,c,0
s01,2,bc,33,1,7,0.66789,b,0
s01,2,bc,17,7,7,0.56767,b,0
s01,2,ab,67,7,7,0.60105,a,0
s01,2,ab,0,7,7,0.4508,a,0
s01,2,ac,0,5,7,0.50089,a,0
s01,2,ab,50,5,7,0.45082,a,0
s01,2,ac,83,1,7,0.46749,a,0
s01,2,ab,0,5,7,0.5009,a,0
s01,2,ab,67,5,7,0.50093,a,0
s01,2,bc,0,7,7,0.68454,b,0
s01,2,ac,0,1,7,0.56772,a,0
s01,2,ab,100,1,7,0.86821,b,0
s01,2,bc,67,5,7,0.73464,c,0
s01,2,ab,33,3,7,0.70129,a,0
s01,2,ab,17,3,7,0.46752,a,0
s01,2,ab,17,5,7,0.48417,a,0
s01,2,ac,0,7,7,0.46747,a,0
s01,2,bc,83,3,7,0.61779,b,0
s01,2,bc,17,3,7,0.45072,b,0
s01,2,ac,67,7,7,0.88492,c,0
s01,2,bc,83,1,7,0.90162,b,0
s01,2,bc,0,5,7,0.71793,b,0
s01,2,ac,17,1,7,0.5677,a,0
s01,2,ac,50,7,7,0.71798,c,0
s01,2,ab,83,3,7,0.61777,b,0
s01,2,ac,100,5,7,0.93493,c,0
s01,2,ab,67,3,7,0.68461,b,0
s01,2,ac,83,5,7,0.58454,c,0
s01,2,ac,67,3,7,0.935,c,0
s01,2,bc,0,1,7,0.53446,b,0
s01,2,ab,0,3,7,0.56767,a,0
s01,2,ac,83,3,7,1.6195,a,0
s01,2,ac,33,7,7,1.486,a,0
s01,2,bc,17,5,7,1.2856,c,0
s01,2,bc,50,7,7,0.5009,c,0
s01,2,ab,33,1,7,0.65121,a,0
s01,2,ab,100,7,7,0.55103,b,0
s01,2,ab,100,5,7,0.58437,c,1
s01,2,bc,33,3,7,0.71792,b,0
s01,2,bc,50,5,7,0.56774,c,0
s01,2,ab,17,7,7,0.56761,a,0
s01,2,ac,33,3,7,0.63446,a,0
s01,2,ab,50,1,7,0.51759,a,0
s01,2,ac,100,1,7,0.53428,a,0
s01,2,ac,83,7,7,0.70124,c,0
s01,2,ab,17,1,7,0.70125,a,0
s01,2,ac,33,5,7,1.1855,a,0
s01,2,bc,17,1,7,0.58439,b,0
s01,2,ab,67,1,7,0.60111,b,0
s01,2,bc,100,3,7,1.3691,c,0
s01,2,ac,17,7,7,0.6011,c,0
s01,2,bc,0,7,7,0.53433,b,0
s01,2,ac,100,1,7,0.81813,b,1
s01,2,bc,50,7,7,0.83484,c,0
s01,2,ac,17,5,7,0.70126,a,0
s01,2,bc,67,1,7,0.71791,b,0
s01,2,bc,33,3,7,0.43413,b,0
s01,2,bc,100,5,7,0.56765,c,0
s01,2,ab,100,3,7,0.5844,b,0
s01,2,ab,33,7,7,0.78471,c,1
s01,2,ac,83,3,7,0.61752,b,1
s01,2,ab,17,1,7,0.80145,a,0
s01,2,bc,17,5,7,0.56769,c,0
s01,2,ac,83,7,7,0.56774,c,0
s01,2,ac,83,1,7,0.90161,a,0
s01,2,bc,17,7,7,0.50086,b,0
s01,2,ab,0,1,7,0.58434,a,0
s01,2,ab,33,1,7,0.80145,a,0
s01,2,ac,0,3,7,0.5343,a,0
s01,2,ab,50,3,7,1.0018,c,1
s01,2,ab,67,1,7,0.75139,b,0
s01,2,bc,0,3,7,0.46747,b,0
s01,2,ab,67,7,7,0.50091,b,0
s01,2,ac,33,1,7,0.6511,a,0
s01,2,ab,67,3,7,0.66786,b,0
s01,2,ac,50,5,7,0.65119,c,0
s01,2,bc,17,3,7,0.58436,b,0
s01,2,bc,67,3,7,0.46753,b,0
s01,2,bc,100,3,7,0.96841,c,0
s01,2,ac,0,7,7,0.63448,a,0
s01,2,ab,83,7,7,1.3023,a,0
s01,2,ab,0,3,7,0.78474,a,0
s01,2,ac,0,1,7,0.48424,a,0
s01,2,ab,17,7,7,0.4508,a,0
s01,2,ab,50,5,7,0.4842,a,0
s01,2,bc,83,1,7,0.78476,a,1
s01,2,ac,50,1,7,0.45079,a,0
s01,2,ac,33,3,7,0.65121,a,0
s01,2,bc,33,1,7,0.58439,a,1
s01,2,bc,17,1,7,0.71791,a,1
s01,2,ab,33,3,7,0.63447,a,0
s01,2,ab,0,5,7,0.50087,a,0
s01,2,bc,33,7,7,0.46747,a,1
s01,2,ab,33,5,7,0.63453,a,0
s01,2,ac,0,5,7,0.48422,a,0
s01,2,bc,67,5,7,1.269,a,1
s01,2,bc,100,1,7,0.6345,a,1
s01,2,ac,67,3,7,0.68454,c,0
s01,2,ac,33,5,7,1.4359,c,0
s01,2,ac,100,3,7,0.56768,c,0
s01,2,ab,50,7,7,1.3024,c,1
s01,2,ab,100,1,7,0.71795,b,0
s01,2,ab,50,1,7,1.5694,c,1
s01,2,bc,0,5,7,0.63447,c,0
s01,2,bc,33,5,7,0.85152,c,0
s01,2,bc,100,7,7,0.55103,c,0
s01,2,ab,67,5,7,0.96839,c,1
s01,2,bc,50,5,7,0.45083,c,0
s01,2,ab,17,5,7,0.50088,c,1
s01,2,bc,67,7,7,0.75129,c,0
s01,2,ac,67,1,7,0.768,a,0
s01,2,ac,67,7,7,0.48418,c,0
s01,2,ac,100,7,7,0.51754,c,0
s01,2,bc,50,1,7,1.4526,c,0
s01,2,ac,67,5,7,0.45077,c,0
s01,2,bc,50,3,7,0.56764,b,0
s01,2,ac,50,7,7,0.56762,c,0
s01,2,bc,83,5,7,0.85153,c,0
s01,2,ab,83,5,7,0.58436,b,0
s01,2,ac,17,7,7,0.60107,a,0
s01,2,bc,0,1,7,0.91834,b,0
s01,2,bc,83,3,7,0.70125,c,0
s01,2,ab,83,1,7,0.53428,b,0
s01,2,ab,17,3,7,0.71797,a,0
s01,2,ab,100,7,7,0.61772,b,0
s01,2,ac,100,5,7,0.5844,c,0
s01,2,ab,100,5,7,0.46748,c,1
s01,2,ac,17,3,7,0.65119,a,0
s01,2,ac,33,7,7,1.0185,c,0
s01,2,ac,17,1,7,0.65121,a,0
s01,2,bc,83,7,7,0.58436,c,0
s01,2,ab,0,7,7,0.80141,a,0
s01,2,ab,83,3,7,0.76808,b,0
s01,2,ac,50,3,7,1.5361,c,0
s01,2,ac,83,5,7,0.71802,c,0
s01,2,ab,0,7,7,0.71792,a,0
s01,2,ac,100,7,7,0.50092,c,0
s01,2,ab,33,7,7,0.60102,a,0
s01,2,ac,67,7,7,1.3858,a,0
s01,2,ac,0,5,7,0.48415,a,0
s01,2,ab,100,5,7,1.0184,b,0
s01,2,bc,33,7,7,0.73456,c,0
s01,2,ab,50,7,7,1.1854,a,0
s01,2,ac,17,1,7,0.46753,a,0
s01,2,ab,50,1,7,0.5344,a,0
s01,2,ab,100,1,7,0.53442,b,0
s01,2,ab,67,5,7,0.63447,b,0
s01,2,bc,33,1,7,0.45083,b,0
s01,2,ac,83,3,7,0.50089,b,1
s01,2,bc,33,5,7,0.718,c,0
s01,2,ac,50,5,7,0.76802,a,0
s01,2,ab,83,1,7,0.55097,b,0
s01,2,ac,83,1,7,0.81809,b,1
s01,2,bc,83,5,7,0.61778,c,0
s01,2,bc,100,7,7,0.61798,c,0
s01,2,ac,0,7,7,0.61769,a,0
s01,2,ab,83,5,7,1.0853,c,1
s01,2,ac,17,3,7,0.68458,a,0
s01,2,ab,100,3,7,0.63447,b,0
s01,2,ac,67,1,7,0.55095,a,0
s01,2,ab,33,1,7,0.60106,c,1
s01,2,ab,67,1,7,0.75134,b,0
s01,2,ac,100,1,7,0.56767,b,1
s01,2,bc,67,3,7,0.55097,b,0
s01,2,ab,0,3,7,0.63446,a,0
s01,2,bc,67,7,7,0.60128,c,0
s01,2,ac,0,3,7,0.56771,a,0
s01,2,ab,17,3,7,0.55093,a,0
s01,2,bc,0,5,7,0.50087,b,0
s01,2,ac,17,5,7,0.5844,a,0
s01,2,bc,50,3,7,0.80138,c,0
s01,2,ac,33,1,7,0.60111,a,0
